site,STIC,sublocation,month,windowLength_days,prcData,prcWet,meanTemp_C
02M01,02M01_2,LS,August,14,1,0,25.957078066914498
02M01,02M01_2,LS,August,21,1,0,26.009588497768963
02M02,02M02_1,HS,August,7,1,0,25.702555720653788
02M02,02M02_1,HS,August,14,1,0,25.66102602230483
02M02,02M02_1,HS,August,21,1,0,25.638542389687654
02M03,02M03_1,HS,August,7,1,0.008915304606240713,25.61512630014859
02M03,02M03_1,HS,August,14,1,0.0044609665427509295,25.6477843866171
02M03,02M03_1,HS,August,21,1,0.002974714923153198,25.528011898859692
02M06,02M06_1,HS,August,7,1,0,27.330505200594352
02M06,02M06_2,LS,August,7,1,1,26.577682020802378
02M06,02M06_1,HS,August,14,1,0,26.736765799256506
02M06,02M06_2,LS,August,14,1,1,26.554587360594795
02M06,02M06_1,HS,August,21,1,0.03767972235994051,26.881512146752602
02M06,02M06_2,LS,August,21,1,1,26.23312345066931
02M07,02M07_1,HS,August,7,1,1,24.69441307578009
02M07,02M07_1,HS,August,14,1,1,24.311620817843867
02M07,02M07_1,HS,August,21,1,1,23.07345066931086
02M08,02M08_1,HS,August,7,1,0,28.143447251114413
02M08,02M08_2,LS,August,7,1,0,27.290921248142645
02M08,02M08_1,HS,August,14,1,0,28.20174721189591
02M08,02M08_2,LS,August,14,1,0,27.447591078066914
02M08,02M08_1,HS,August,21,1,0,28.27005949429846
02M08,02M08_2,LS,August,21,1,0,27.515007436787307
02M09,02M09_1,HS,August,7,1,0.1277860326894502,26.83194650817236
02M09,02M09_1,HS,August,14,1,0.2728624535315985,26.412981412639404
02M09,02M09_1,HS,August,21,1,0.5071888943976203,26.20766980664353
02M10,02M10_1,HS,August,7,1,1,25.26218424962853
02M10,02M10_2,LS,August,7,1,0.4398216939078752,25.04739970282318
02M10,02M10_1,HS,August,14,1,1,25.52832713754647
02M10,02M10_2,LS,August,14,1,0.4884758364312268,25.046691449814126
02M10,02M10_1,HS,August,21,1,1,25.35174516608825
02M10,02M10_2,LS,August,21,1,0.6588993554784334,24.766693108577094
02M11,02M11_1,HS,August,7,1,1,26.492689450222883
02M11,02M11_2,LS,August,7,1,1,23.608722139673105
02M11,02M11_1,HS,August,14,1,1,27.06146468401487
02M11,02M11_2,LS,August,14,1,1,23.957472118959107
02M11,02M11_1,HS,August,21,1,1,27.247050074367873
02M11,02M11_2,LS,August,21,1,1,23.737089737233514
04M01,04M01_1,HS,August,7,1,0.9524517087667161,25.054725111441307
04M01,04M01_2,LS,August,7,1,1,24.361396731054977
04M01,04M01_1,HS,August,14,1,0.9762081784386617,24.74050557620818
04M01,04M01_2,LS,August,14,1,1,23.696423791821562
04M01,04M01_1,HS,August,21,1,0.984134853743183,23.886276648487854
04M01,04M01_2,LS,August,21,1,1,22.865949429846307
04M02,04M02_1,HS,August,7,1,1,24.709138187221395
04M02,04M02_2,LS,August,7,1,1,24.683759286775633
04M02,04M02_1,HS,August,14,1,0.9866171003717472,24.52525650557621
04M02,04M02_2,LS,August,14,1,1,24.762951672862453
04M02,04M02_1,HS,August,21,1,0.9910758552305404,23.467521070897373
04M02,04M02_2,LS,August,21,1,1,23.425532969757064
04M03,04M03_1,HS,August,7,1,0,26.172258543833582
04M03,04M03_1,HS,August,14,1,0,25.97652788104089
04M03,04M03_1,HS,August,21,1,0,26.00709469509172
04M04,04M04_1,HS,August,7,1,1,24.12741456166419
04M04,04M04_1,HS,August,14,1,1,24.235873605947955
04M04,04M04_1,HS,August,21,1,1,23.78974714923153
04M05,04M05_1,HS,August,7,1,1,21.740505200594352
04M05,04M05_1,HS,August,14,1,1,21.53582899628253
04M05,04M05_1,HS,August,21,1,1,21.1934903321765
04M06,04M06_1,HS,August,7,1,0,25.32307578008915
04M06,04M06_2,LS,August,7,1,1,21.335393759286774
04M06,04M06_1,HS,August,14,1,0,24.40663197026022
04M06,04M06_2,LS,August,14,1,1,21.258914498141262
04M06,04M06_1,HS,August,21,1,0,24.621764997521073
04M06,04M06_2,LS,August,21,1,1,21.492796232027764
04M07,04M07_1,HS,August,7,1,0,26.845423476968797
04M07,04M07_1,HS,August,14,1,0,26.74524907063197
04M07,04M07_1,HS,August,21,1,0,27.144749628160636
04M08,04M08_1,HS,August,7,1,0.9435364041604755,22.215780089153046
04M08,04M08_2,LS,August,7,1,1,18.220475482912335
04M08,04M08_1,HS,August,14,1,0.9717472118959107,21.716171003717474
04M08,04M08_2,LS,August,14,1,1,18.210594795539034
04M08,04M08_1,HS,August,21,1,0.7461576598909271,21.358101140307387
04M08,04M08_2,LS,August,21,1,1,18.073019335647
04M09,04M09_1,HS,August,7,1,0,27.695839524517087
04M09,04M09_1,HS,August,14,1,0,27.881553903345726
04M09,04M09_1,HS,August,21,1,0,28.009117501239466
04M10,04M10_1,HS,August,7,1,0,24.98481426448737
04M10,04M10_2,LS,August,7,1,1,23.630564635958397
04M10,04M10_1,HS,August,14,1,0,24.77521933085502
04M10,04M10_2,LS,August,14,1,1,23.509695167286246
04M10,04M10_1,HS,August,21,1,0,24.73521566683193
04M10,04M10_2,LS,August,21,1,0.8383738225086762,23.41941497273178
04M11,04M11_1,HS,August,7,1,0.0029717682020802376,26.589405646359584
04M11,04M11_1,HS,August,14,1,0.001486988847583643,26.780520446096656
04M11,04M11_1,HS,August,21,1,9.915716410510659e-4,26.7108477937531
04M12,04M12_1,HS,August,7,1,0.2867756315007429,24.189093610698365
04M12,04M12_2,LS,August,7,1,1,23.431352154531947
04M12,04M12_1,HS,August,14,1,0.14349442379182156,23.986275092936804
04M12,04M12_2,LS,August,14,1,1,23.413940520446097
04M12,04M12_1,HS,August,21,1,0.19633118492811105,23.894903321764996
04M12,04M12_2,LS,August,21,1,1,23.111303916707982
04M13,04M13_1,HS,August,7,1,0,27.888603268945023
04M13,04M13_1,HS,August,14,1,0,28.20660223048327
04M13,04M13_1,HS,August,21,1,0,28.28598413485374
04T01,04T01_1,HS,August,7,1,0,26.978320950965823
04T01,04T01_2,LS,August,7,1,0,28.911307578008916
04T01,04T01_1,HS,August,14,1,0,27.000193308550188
04T01,04T01_2,LS,August,14,1,0,29.23282527881041
04T01,04T01_1,HS,August,21,1,0,26.906440257808626
04T01,04T01_2,LS,August,21,1,0,29.45253842340109
04W01,04W01_1,HS,August,7,1,0,28.16307578008915
04W01,04W01_1,HS,August,14,1,0,28.752475836431227
04W01,04W01_1,HS,August,21,1,0,28.908805156172534
04W02,04W02_1,HS,August,7,0.10698365527488855,0,21.150416666666665
04W02,04W02_2,LS,August,7,1,0,24.10994056463596
04W02,04W02_1,HS,August,14,0.5531598513011152,0,24.764475806451614
04W02,04W02_2,LS,August,14,1,0,24.04175464684015
04W02,04W02_1,HS,August,21,0.7020327218641547,0,24.85619350282486
04W02,04W02_2,LS,August,21,1,0.07982151710461081,23.95252850768468
04W03,04W03_1,HS,August,7,0.2585438335809807,1,22.25844827586207
04W03,04W03_1,HS,August,14,0.6289962825278811,1,24.078427895981086
04W03,04W03_1,HS,August,21,0.7526028755577591,1,23.953175230566536
04W04,04W04_2,LS,August,7,1,1,22.053001485884103
04W04,04W04_2,LS,August,14,1,1,22.47899628252788
04W04,04W04_2,LS,August,21,1,1,22.558398611799703
20M01,20M01_1,HS,August,7,1,0,26.232184249628528
20M01,20M01_1,HS,August,14,1,0,27.02652788104089
20M01,20M01_1,HS,August,21,1,0.10064452156668319,26.639315815567674
20M02,20M02_1,HS,August,7,1,0,22.451500742942052
20M02,20M02_1,HS,August,14,1,0,22.884907063197026
20M02,20M02_1,HS,August,21,1,0,22.721219633118494
20M04,20M04_1,HS,August,7,1,0,26.50702823179792
20M04,20M04_2,LS,August,7,0.37592867756315007,0,26.03810276679842
20M04,20M04_1,HS,August,14,1,0,27.323873605947956
20M04,20M04_2,LS,August,14,0.6877323420074349,0,29.32891891891892
20M04,20M04_1,HS,August,21,1,0,27.024729796727815
20M04,20M04_2,LS,August,21,0.7917699553792762,0,29.111772072636192
20M05,20M05_1,HS,August,7,1,0.7786032689450223,23.911649331352155
20M05,20M05_2,LS,August,7,1,1,24.177251114413075
20M05,20M05_1,HS,August,14,1,0.8892193308550186,23.92952416356877
20M05,20M05_2,LS,August,14,1,1,24.083687732342007
20M05,20M05_1,HS,August,21,1,0.9261279127416956,23.891323748140803
20M05,20M05_2,LS,August,21,1,1,24.004739712444223
SFM01,SFM01_1,HS,August,7,1,0,24.803432392273404
SFM01,SFM01_2,LS,August,7,1,1,19.529271916790492
SFM01,SFM01_1,HS,August,14,1,0.1962825278810409,24.408490706319704
SFM01,SFM01_2,LS,August,14,1,1,18.018379182156135
SFM01,SFM01_1,HS,August,21,1,0.46405552801189887,22.42849776896381
SFM01,SFM01_2,LS,August,21,1,1,17.171313832424392
SFM02,SFM02_1,HS,August,7,1,0,24.950579494799406
SFM02,SFM02_2,LS,August,7,1,0.2659732540861813,24.778736998514116
SFM02,SFM02_1,HS,August,14,1,0,25.448988847583642
SFM02,SFM02_2,LS,August,14,1,0.42527881040892196,25.27939033457249
SFM02,SFM02_1,HS,August,21,1,0,25.28404561229549
SFM02,SFM02_2,LS,August,21,1,0.4392662369856222,24.995086762518593
SFM03,SFM03_2,LS,August,7,1,0,24.85937592867756
SFM03,SFM03_2,LS,August,14,1,0,25.55625278810409
SFM03,SFM03_2,LS,August,21,1,0,25.468135845314823
SFM04,SFM04_1,HS,August,7,1,0,23.19374442793462
SFM04,SFM04_1,HS,August,14,1,0,23.626966542750928
SFM04,SFM04_1,HS,August,21,1,0,23.502176499752107
SFM05,SFM05_1,HS,August,7,1,0,26.72630014858841
SFM05,SFM05_2,LS,August,7,1,0,26.13924219910847
SFM05,SFM05_1,HS,August,14,1,0,27.47232713754647
SFM05,SFM05_2,LS,August,14,1,0,26.775762081784386
SFM05,SFM05_1,HS,August,21,1,0.1849281110560238,26.583108577094695
SFM05,SFM05_2,LS,August,21,1,0.1338621715418939,26.345096678235002
SFM07,SFM07_1,HS,August,7,1,0,24.705364041604756
SFM07,SFM07_1,HS,August,14,1,0,25.263992565055762
SFM07,SFM07_1,HS,August,21,1,0,25.075280118988598
SFT01,SFT01_1,HS,August,7,1,0,24.77340267459138
SFT01,SFT01_1,HS,August,14,1,0.06394052044609666,25.05838661710037
SFT01,SFT01_1,HS,August,21,1,0.368368864650471,23.414501735250372
SFT02,SFT02_1,HS,August,7,1,0,28.780921248142644
SFT02,SFT02_2,LS,August,7,1,0,27.17258543833581
SFT02,SFT02_1,HS,August,14,1,0,29.708698884758363
SFT02,SFT02_2,LS,August,14,1,0,28.02999256505576
SFT02,SFT02_1,HS,August,21,1,0,29.21045116509668
SFT02,SFT02_2,LS,August,21,1,0,27.878235002478927
